Username,Handle,Timestamp,Text,Associated Hashtags,Replies,Retweets,Likes
Dave Donnan,@ddofbanff,2021-12-15T14:27:49.000Z,"Author Amada Little writes an interesting piece on climate change and coffee. Innovation and new process technologies are being used to preserve a very vulnerable crop. #innovation #specialtycoffee #climatechange
bloomberg.com
Your Cold Brew Won't Survive a Hot World
There hasn't been a major effort to develop a new coffee bean varietal in half a century, but new plant breeding technologies can help the crop survive climate change.","['#innovation', '#specialtycoffee']",0,0,0
Will,@Lord_William_,2021-12-15T14:26:27.000Z,"@AngieNBC6
 record setting temps and tornadoes forecasted from Missouri into Minnesota yet not a single mention of #climatechange #ClimateCrisis from local kc meteorologists…
The following media includes potentially sensitive content. Change settings
View",['#ClimateCrisis'],0,0,0
debbie donnaruma,@DebbieDonnaruma,2021-12-15T14:26:25.000Z,"@JoeBiden
 in Kentucky State that #GlobalWarmingIsReal!
Tell lawmakers that they need to realize this & they need to support #BuildBackBetterAct so our states can have resources to try and mitigate Future loss of life & property from natural events exacerbated by #ClimateChange","['#GlobalWarmingIsReal!', '#BuildBackBetterAct']",0,0,0
youtalk-insurance,@YouTalkInsNEWS,2021-12-15T14:25:02.000Z,"#Insurance industry adoption of #ESG practices driven by long-term #ClimateChange

See 
@Insurance_GD
 insight

http://ow.ly/20zR50HaoPU

#InsuranceNews","['#Insurance', '#ESG', '#InsuranceNews']",0,0,0
Rich Stockdale,@RichStockdale_,2021-12-15T14:24:11.000Z,"Replying to 
@BlackDogHoney
#ClimateChange",[],0,0,0
SSE Plc,@SSE,2021-12-15T14:23:11.000Z,"Our #NetZero Acceleration Plan unlocks £12.5bn worth of investment in solutions to tackle #ClimateChange 

Find out how SSE’s putting its money where its mouth is: https://sse.com/news-and-views/2021/11/sse-announces-12-5bn-net-zero-acceleration-programme/…
1
1",['#NetZero'],1,0,1
JHT,@AngelicUniverse,2021-12-15T14:19:51.000Z,"Ingraham: This is what Democrats are planning next https://youtu.be/MT1ncXNgffQ #how2destroyTheWorld #COVID19 #ClimateChange
youtube.com
Ingraham: This is what Democrats are planning next
Fox News host Laura Ingraham says Democrats want to turn America into a European model by slowly taking away liberty on 'Ingraham Angle' #FoxNews #IngrahamSu...","['#how2destroyTheWorld', '#COVID19', '#FoxNews', '#IngrahamSu...']",0,0,0
GLSL Cities,@GLSLcities,2021-12-15T14:19:48.000Z,"Extreme weather has increased in frequency and ferocity,This cost America more than $100 billion last year. The build back better legislation battles the impact on climate change.Ask your Senators to support the bill. #greatlakes #climatechange #infrastructure 
#climate #flooding
GIF
1
1","['#greatlakes', '#infrastructure', '#climate', '#flooding']",0,1,1
Planet Days,@PlanetDaysNews,2021-12-15T14:15:00.000Z,"Nebraska became the first red state to commit to a #netzero grid, Australia faced dual disasters in #wildfires and #floods, and yet another study linked rich people to higher emissions. 

#ICYMI here's all the #climatechange news from last week
planetdays.substack.com
America’s wild weather week
Plus, a big year for wildfires and Biden orders the government to go carbon neutral.
1","['#netzero', '#wildfires', '#floods,', '#ICYMI']",0,0,1
Dan @ The Dan & Annie Show,Dan @ The Dan & Annie Show,2021-12-15T14:13:29.000Z,"What the #Coronavirus Curve Teaches Us About #ClimateChange
Humans don’t easily grasp the concept of exponential growth, but it’s exactly why coronavirus has gotten so hard to manage—and why climate change could too. https://politi.co/33PPi5N",['#Coronavirus'],0,0,0
zxcxz,@Zxcxz_xyz,2021-12-15T14:12:08.000Z,"More On New Rating System For EV Energy Use: Tesla Model 3 Tops https://ift.tt/3IVe1tp #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy
insideevs.com
More On New Rating System For EV Energy Use: Tesla Model 3 Tops
We already knew the Model 3 was highly efficient, but it's nice to see how energy use compares among EVs.
2","['#ElectricVehicles', '#Tesla', '#EV', '#Renewables', '#RenewableEnergy']",0,2,0
Alejandra PT,@APT_dc,2021-12-15T14:12:03.000Z,"Have been looking forward to this discussion w 
@CarnegieRussia
 director 
@DmitriTrenin
 & Thane Gustafson of 
@GUGovt
 - Happening now. #Climatechange
Carnegie Endowment
@CarnegieEndow
 · 5h
Happening Now— Russia and Climate Change: From Psychological Breakthrough to Practical Policy Strategies. 

A conversation with @CarnegieRussia director @DmitriTrenin and Than Gustafson of @GUGovt.

Watch live: https://youtu.be/kvT_aJCEBDo",[],0,0,0
JT_TheRealtor,@HamsharJustin,2021-12-15T14:10:42.000Z,"Redbank Power Station - Destroyer of Forests https://youtu.be/01tEUaZNfi0 via 
@YouTube
 #deforestation #climatechange #ClimateCrisis
The following media includes potentially sensitive content. Change settings
View","['#deforestation', '#ClimateCrisis']",0,0,0
Water Innovation Accelerator,@waterinno,2021-12-15T14:10:28.000Z,"New research shows how rising temperatures have irreversibly altered both the Arctic and Antarctic. Ripple effects will be felt around the globe

https://washingtonpost.com/climate-environment/2021/12/14/climate-change-arctic-antarctic-poles…

#water #drought #flood #globalwarming #ESG #environment #dayzero #heat #nature #climatechange #climatecrisis
washingtonpost.com
Climate change has destabilized the Earth’s poles, putting the rest of the planet in peril
New research shows how rising temperatures have irreversibly altered both the Arctic and Antarctic. Ripple effects will be felt around the globe.
1
1","['#water', '#drought', '#flood', '#globalwarming', '#ESG', '#environment', '#dayzero', '#heat', '#nature', '#climatecrisis']",0,1,1
insidethegames,@insidethegames,2021-12-15T14:10:15.000Z,"The International #Canoe Federation President Thomas Konietzko said joining the #UnitedNations Framework Convention on #ClimateChange is ""another important stage for us""

http://ow.ly/1QFs50HbjQW 
@PlanetCanoe
insidethegames.biz
International Canoe Federation joins UN Framework Convention on Climate Change
The International Canoe Federation has become the latest sports body to join the United Nations' Framework Convention on Climate Change.
1","['#Canoe', '#UnitedNations']",0,0,1
Research in Germany,@ResearchGermany,2021-12-15T14:10:05.000Z,"China’s crops at risk: #ClimateChange boosts spread of crop pests and diseases http://ow.ly/3ntB50Haevk 
@PIK_Klima
 #ClimateImpact #Food #Agriculture #ClimateResilience  #Agroecology
1","['#ClimateImpact', '#Food', '#Agriculture', '#ClimateResilience', '#Agroecology']",0,0,1
Water Innovation Accelerator,@waterinno,2021-12-15T14:09:34.000Z,"374Water to conduct a cleantech project through the Binational Industrial Research and Development (BIRD) Energy program

https://finance.yahoo.com/news/374water-environmental-services-company-selected-152500432.html…

#water #drought #flood #globalwarming #ESG #environment #dayzero #heat #nature #climatechange #climatecrisis #future #sustainability
finance.yahoo.com
374Water and Environmental Services Company are Selected for an Energy and Resource Recovery...
DURHAM, NC / ACCESSWIRE / December 14, 2021 / 374Water Inc.(OTCQB: SCWO), is pleased to announce that the U.
1
1","['#water', '#drought', '#flood', '#globalwarming', '#ESG', '#environment', '#dayzero', '#heat', '#nature', '#climatecrisis', '#future', '#sustainability']",0,1,1
Bracewell Energy,@BracewellEnergy,2021-12-15T14:09:20.000Z,"Hear insight from 
@fvmaisano
 on how countries will balance their energy needs with climate change goals in his conversation with 
@juliemason
 on 
@MasonMornings
: https://hubs.ly/Q010LjsV0

#energy #climatechange
1",['#energy'],0,0,1
Economy Land & Climate Insight (ELCI),@elcinsight,2021-12-15T14:08:58.000Z,"Read about how the EU's Common Agricultural Policy has developed in terms of climate policy over time: https://elc-insight.org/the-development-of-common-agricultural-policy/…

#agriculture #farming #food #climatechange
elc-insight.org
The development of Common Agricultural Policy - ELCI
Professor Wyn Grant assesses the historic influence and changes in Europe's CAP including its evolving attitude to climate change.
1
1","['#agriculture', '#farming', '#food']",0,1,1
Water Innovation Accelerator,@waterinno,2021-12-15T14:08:14.000Z,"“Over time, the ‘space weathering’ effect of the hydrogen ions can eject enough oxygen atoms from materials in the rock to create H2O.”

https://aquatechtrade.com/news/surface-water/study-on-origins-of-water-on-earth/…

#water #drought #flood #globalwarming #ESG #environment #dayzero #heat #nature #climatechange #climatecrisis #future
aquatechtrade.com
study-on-origins-of-water-on-earth
A new study from the University of Glasgow has found the origins of water on our planet and how it came to cover over 70 per cent of our world.
1
1","['#water', '#drought', '#flood', '#globalwarming', '#ESG', '#environment', '#dayzero', '#heat', '#nature', '#climatecrisis', '#future']",0,1,1
FSG,@FSGtweets,2021-12-15T14:04:09.000Z,"Applying system change methodology to drive ambitious climate action. https://climateworksaustralia.org/news/applying-system-change-methodology-to-drive-ambitious-climate-action/… #SystemsThinking #ClimateChange #ClimateAction #ClimateActionNow #SystemsChange
climateworksaustralia.org
Applying system change methodology to drive ambitious climate action - ClimateWorks
To help catalyse emissions reductions at the necessary scale, we are taking a ‘system change’ approach: shifting from supporting governments and businesses to take incremental changes, to instead...","['#SystemsThinking', '#ClimateAction', '#ClimateActionNow', '#SystemsChange']",0,0,0
EENet,@EENet_news,2021-12-15T14:04:00.000Z,"How do negative climate-related emotions relate to sleep and #MentalHealth? Researchers found a link between negative climate-related emotions and #insomnia symptoms as well as poorer self-rated mental health. #ClimateChange 
@charlesogunbode
 @notts_psych
 @UoNresearch
camh.ca
Climate change, insomnia, and mental health
2","['#MentalHealth?', '#insomnia']",0,0,2
Water Innovation Accelerator,@waterinno,2021-12-15T14:03:26.000Z,"A weather system that has brought mudslides and dangerous driving conditions across the state could linger into Wednesday.

https://nytimes.com/2021/12/14/us/california-snow-rain-storm.html…

#water #drought #flood #globalwarming #ESG #environment #dayzero #heat #nature #climatechange #climatecrisis #future #pfas
nytimes.com
Heavy Rain and Snow Hit California
Storms that have brought mudslides and dangerous driving conditions across the state could last into Wednesday.
2
3","['#water', '#drought', '#flood', '#globalwarming', '#ESG', '#environment', '#dayzero', '#heat', '#nature', '#climatecrisis', '#future', '#pfas']",0,2,3
Henry Mintzberg,@Mintzberg141,2021-12-15T14:03:15.000Z,"I am not a physician, or administrator of health care, but a professor of management who established my reputation by reframing certain views of managerial work, strategy formation, and the myths of health care. #climatechange #pollution #pandemic
#video: https://youtu.be/FRUUm9aY9zE
1
1","['#pollution', '#pandemic', '#video:']",0,1,1
ClimateWest,@climatewest_ca,2021-12-15T14:03:00.000Z,"#ICYMI: Our webinar about fostering resilience for #CdnAg is now available on YouTube!

Check it out 

#ClimateChange #Resilience #agriculture #AgTwitter
IISD
@IISD_news
 · Dec 7
Missed our webinar last week with @climatewest_ca on Canadian Prairie #agriculture & the impact of #climatechange?
 
Catch up today to hear Prairie-based producers & experts explain the issues & how we can chart a resilient path forward.

Watch now! https://youtu.be/yMlOB7Syeoc
1
2","['#ICYMI:', '#CdnAg', '#Resilience', '#agriculture', '#AgTwitter', '#agriculture', '#climatechange?']",0,1,2
Water Innovation Accelerator,@waterinno,2021-12-15T14:02:23.000Z,"North Atlantic right whale calf off Georgia coast is only the second born this breeding season

https://theguardian.com/environment/2021/dec/15/entangled-whale-cannot-be-freed-newborn-calf…

#water #drought #flood #globalwarming #ESG #environment #dayzero #heat #nature #climatechange #climatecrisis #future #sustainability #carbon #co2 #ocean #pfas
theguardian.com
Entangled whale cannot be freed with newborn calf close by, ocean experts say
North Atlantic right whale calf off Georgia coast is only the second born this breeding season
2
2","['#water', '#drought', '#flood', '#globalwarming', '#ESG', '#environment', '#dayzero', '#heat', '#nature', '#climatecrisis', '#future', '#sustainability', '#carbon', '#co2', '#ocean', '#pfas']",0,2,2
Mosaic International,@mosaicintltd,2021-12-15T14:01:47.000Z,"The net zero initiative will have an affect on the global supply chain, and in our latest blog we discuss the benefits of having a locally sourced #supplierauditor and how it can reduce the impact on #climatechange.

http://ow.ly/X5bc50H60YK

#cop26  #southeastasia #trading","['#supplierauditor', '#climatechange.', '#cop26', '#southeastasia', '#trading']",0,0,0
zxcxz,@Zxcxz_xyz,2021-12-15T14:01:40.000Z,"Tesla Model X Not On Autopilot Violently Crashes On The Autobahn https://ift.tt/3m3W16A #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy
insideevs.com
Tesla Model X Not On Autopilot Violently Crashes On The Autobahn
The driver reacted too late to a truck’s lane change, lost control of the Model X, which crashed into the trailer in front.","['#ElectricVehicles', '#Tesla', '#EV', '#Renewables', '#RenewableEnergy']",0,0,0
The Global Governance Project,@GloGovProj,2021-12-15T14:01:36.000Z,"Tornadoes are exceedingly rare in the US outside of spring and summer, yet there have been a record amount of tornado warnings this December. Is it possible that climate change is causing them?

https://economist.com/the-economist-explains/2021/12/13/what-if-anything-is-climate-change-doing-to-tornadoes…

#tornadoes #climatechange #US #climate
@TheEconomist
economist.com
What, if anything, is climate change doing to tornadoes?
A direct link is missing","['#tornadoes', '#US', '#climate']",0,0,0
informed Publication,@informed_Wales,2021-12-15T14:01:22.000Z,"How is Government helping Wales decarbonise? Hear from Julie James MS, Welsh Government Minister for Climate Change in the latest edition of #Informed:  https://cw-seswm.com/informed/

#ClimateChange #NetZero #ClimateChangeMinister 

 
@WelshGovernment
 @WGClimateChange
 @JulieJamesMS","['#Informed:', '#NetZero', '#ClimateChangeMinister']",0,0,0
Global Climate Media,@gcm_us,2021-12-15T14:00:03.000Z,"There are certain places that humanity simply cannot afford to destroy. These #ecosystems contain large stores of “irrecoverable carbon,” most of which is deposited in #mangroves, #peatlands, and old-growth #forests.

Read more: https://bit.ly/3GE1992 #climatechange
globalclimatemedia.com
Revealed: the places humanity must not destroy to avoid climate chaos - www.globalclimatemedia.com
Earth’s irrecoverable carbon is highly concentrated, the researchers showed. Half of it is found on just 3.3% of the world’s land, making focused conservation projects highly effective. Only half the...","['#ecosystems', '#mangroves,', '#peatlands,', '#forests.']",0,0,0
ABILA,@ABILA_official,2021-12-15T14:00:02.000Z,"Many panels in #ILW2021 addressed the growing concerns about #ClimateChange. 

Read 
@GARalerts
 report on #ILW2021 & five key takeaways & considerations related to dispute resolution trends, current issues in investment law, & the future of arbitration. 
 
https://bit.ly/33vxOj4","['#ILW2021', '#ClimateChange.', '#ILW2021']",0,0,0
GlobeScan,@GlobeScan,2021-12-15T14:00:01.000Z,"While the sentiment is comparatively lower in North America than other regions, there is still a significant increase in the number of people who feel #climatechange is greatly affecting them. 

Explore the latest 
@GlobeScan
 Insight of the Week: http://bit.ly/3oIp9BP
1
1",[],0,1,1
George Institute UK,@GeorgeInstUK,2021-12-15T14:00:00.000Z,"OPINION from 
@kentbuse
 and 
@SofiaGruskin
 

They reflect on the universal right to a #healthyenvironment, & outline actions to realise this right, particularly for those at greatest risk of the -ve impact of #climatechange

Read more: https://bmj.com/content/375/bmj.n3076…
@georgeinstitute
bmj.com
The right to a healthy environment: making it matter
Kent Buse and Sofia Gruskin reflect on the recent recognition of the universal right to a healthy environment, and outline actions to help accelerate the realisation of this right—particularly for...
3
3","['#healthyenvironment,']",0,3,3
Youth Ki Awaaz,@YouthKiAwaaz,2021-12-15T13:59:44.000Z,"90 minutes to go ! How can #Assam brave the #climatecrisis and prioritise #climatechange adaptation and resilience for its citizens? Join the conversation with #zerosehero campaign at #twitterspaces #policparcharcha -
Ended·Youth Ki Awaaz
#policyparcharcha : Assam and Climate Change
Space ended
5
9","['#Assam', '#climatecrisis', '#zerosehero', '#twitterspaces', '#policparcharcha', '#policyparcharcha']",0,5,9
Water Innovation Accelerator,@waterinno,2021-12-15T13:59:15.000Z,"Aerial shot shows devastating effect of drought that has left people and animals without water

https://theguardian.com/world/2021/dec/14/six-dead-giraffes-kenya-drought-horror-captured-picture…

#water #drought #flood #globalwarming #ESG #environment #dayzero #heat #nature #climatechange #climatecrisis #future #sustainability #carbon #co2 #ocean #pfas
theguardian.com
Six dead giraffes: Kenya drought horror captured in single picture
Aerial shot shows devastating effect of drought that has left people and animals without water
10
5","['#water', '#drought', '#flood', '#globalwarming', '#ESG', '#environment', '#dayzero', '#heat', '#nature', '#climatecrisis', '#future', '#sustainability', '#carbon', '#co2', '#ocean', '#pfas']",0,10,5
waterloop,@thewaterloop,2021-12-15T13:58:42.000Z,"The tangible impacts of #climatechange are forcing states to finally plan for sea level rise and build coastal resilience, and that is why nine states improved grades in 
@Surfrider
's 2021 State of the Beach report, says 
@StefanieSekichQ
.

#podcast at https://bit.ly/StateOfBeach21
0:49
42 views
3
6",['#podcast'],0,3,6
SDSN Youth,@SDSNYouth,2021-12-15T13:58:25.000Z,"""The most important thing for individuals, especially #youth to remember, is that it can be overwhelming sometimes, but as a team against #ClimateChange, we need to recognise our own strengths and where our skills are,"" says Lizzie Coney.

#VYS2021
Cambridge Zero and 6 others
1
3
5","['#youth', '#ClimateChange,', '#VYS2021']",1,3,5
Water Innovation Accelerator,@waterinno,2021-12-15T13:58:08.000Z,"Online retailer disputes study saying it produced 270,000 tonnes of packaging last year, with 10,000 tonnes likely to end up in seas

https://theguardian.com/environment/2021/dec/15/amazon-plastic-waste-soars-by-a-third-amid-pandemic-finds-oceana-report…

#water #drought #flood #globalwarming #ESG #environment #dayzero #heat #nature #climatechange #climatecrisis #future
theguardian.com
Amazon’s plastic waste soars by a third amid pandemic, report finds
Online retailer disputes figures showing it produced 270,000 tonnes of packaging last year, with about 10,000 tonnes likely to end up in seas
7
6","['#water', '#drought', '#flood', '#globalwarming', '#ESG', '#environment', '#dayzero', '#heat', '#nature', '#climatecrisis', '#future']",0,7,6
Dr. Roopa Dhatt,@RoopaDhatt,2021-12-15T13:57:47.000Z,"Youth endorse the #GenevaCharter on #WellBeing #HealthPromotoin 
@ifmsa
  Iris Martine Blom 

Youth appreciate the engagement and also to see the strong commitment to #ClimateChange --> as this is about protecting our healthy and well being futures. 

#10GCHP
Ruediger.Krech and 9 others
1
3
4","['#GenevaCharter', '#WellBeing', '#HealthPromotoin', '#10GCHP']",1,3,4
Water Innovation Accelerator,@waterinno,2021-12-15T13:57:11.000Z,"Major labels Sony, Universal and Warner join independents signing up to climate schemes that guide companies toward cleaner futures

https://theguardian.com/music/2021/dec/14/music-industry-net-zero-emissions-by-2050-sony-warner-universal…

#water #drought #flood #globalwarming #ESG #environment #dayzero #heat #nature #climatechange #climatecrisis #future #pfas
theguardian.com
Music industry unites to pledge net-zero emissions by 2050
Major labels Sony, Universal and Warner join independents signing up to climate schemes that guide companies toward cleaner futures
2
3","['#water', '#drought', '#flood', '#globalwarming', '#ESG', '#environment', '#dayzero', '#heat', '#nature', '#climatecrisis', '#future', '#pfas']",0,2,3
Madmen and Dreamers,@MadmenDreamers,2021-12-15T13:50:02.000Z,"For those of us in North Carolina. https://journalnow.com/opinion/columnists/d-reid-wilson-what-pilot-mountain-is-telling-us/article_7c79ba68-59f4-11ec-9ccf-4b520598455c.html?fbclid=IwAR0V47Jmbpeet0ZEtq6u_SHF8i9t3PrHBg26kW9XeRnGoSnKU56XCd1guO0… #waterincthemusical #climatechange #consequences #getInvolved
journalnow.com
D. Reid Wilson : What Pilot Mountain Is telling us
If you’re like me, you watched with great alarm the nighttime videos of the Grindstone fire at Pilot Mountain State Park. You might have thought that the blaze torched and","['#waterincthemusical', '#consequences', '#getInvolved']",0,0,0
Energy House,@EnergyHouseVA,2021-12-15T13:49:57.000Z,"So what happens when the insurance companies go broke from fixing these climate change disasters #climatechange #environment #nature #globalwarming #savetheplanet #climate #ecofriendly #climatecrisis #climateaction
2","['#environment', '#nature', '#globalwarming', '#savetheplanet', '#climate', '#ecofriendly', '#climatecrisis', '#climateaction']",0,0,2
Ronke Babajide,@BabajideRonke,2021-12-15T13:48:34.000Z,"The revival of Sinai is little more than a vision at present, but that vision now has a plan. Many groundbreaking projects began in the imagination of a few forward-thinking individuals. #climate #climatechange #weathermakers
ronke-babajide.medium.com
Can We Save the Climate by Making Deserts Green Again?
Humans are agents of climate change. Weather Makers want to be intentional about it
1","['#climate', '#weathermakers']",0,0,1
ETHICAL TEAM - PURPOSE-DRIVEN PR,@EthicalTeam,2021-12-15T13:47:25.000Z,"Better Cotton 
@BCICotton
 launched its first-ever Climate Change Mitigation Indicator, which has been set to reduce greenhouse gas emissions per tonne of Better Cotton produced by 50% by 2030. Learn more here:  https://bettercotton.org/better-cotton-launches-our-new-2030-strategy-and-climate-change-mitigation-target/… #climateaction #Cotton #Climate #ClimateChange
3
1","['#climateaction', '#Cotton', '#Climate']",0,3,1
GLOBAL Encasement,@greenencasement,2021-12-15T13:46:52.000Z,"Shield Buildings with Defensive #GreenCoatings. #Environment #Roofing #Weatherproof #ClimateChange #Seamless #SolarReflective #Roof #Building #EncasementGuy #EncaseIt Protect Your Place & JUST ENCASE! Learn More & Contact Us: http://ow.ly/wXmg30s45nq
1","['#GreenCoatings.', '#Environment', '#Roofing', '#Weatherproof', '#Seamless', '#SolarReflective', '#Roof', '#Building', '#EncasementGuy', '#EncaseIt']",0,1,0
zxcxz,@Zxcxz_xyz,2021-12-15T13:46:21.000Z,"China: BYD Sold 90,000 Plug-In Electric Cars In November 2021 https://ift.tt/3DYCxpK #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy
insideevs.com
China: BYD Sold 90,000 Plug-In Electric Cars In November 2021
The volume is growing by 10,000/month, every month since June.
1","['#ElectricVehicles', '#Tesla', '#EV', '#Renewables', '#RenewableEnergy']",0,1,0
FireflyPower,@Firefly_Power,2021-12-15T13:45:57.000Z,"US tornadoes: Is #climatechange to blame? #WednesdayThoughts
bbc.co.uk
US tornadoes: Is climate change to blame?
Are tornadoes becoming more frequent, dangerous or unpredictable - and is the changing climate to blame?",['#WednesdayThoughts'],0,0,0
News18Lokmat,@News18lokmat,2021-12-15T13:45:40.000Z,"सायबेरियामध्ये आतापर्यंतच्या सर्वाधिक तापमानाची नोंद! WMO चा जगाला इशारा
#Climatechange
lokmat.news18.com
सायबेरियामध्ये आतापर्यंतच्या सर्वाधिक तापमानाची नोंद! WMO चा जगाला इशारा
युनायटेड नेशन्सच्या (United Nations) जागतिक हवामान संघटनेने (World Meteorological Organization) गेल्या वर्षी सायबेरियातील (Siberia) वर्खोयन्स्क शहरात कमाल तापमान (Highest Temperature) 38 अंश तापमान...
3
10",[],0,3,10
GTK,@GTK_FI,2021-12-15T13:45:38.000Z,"Congratulations GEOMASURE consortium for 
@SuomenAkatemia
 funding!
In addition to this, Academy of Finland decided to fund 
@GTK_FI
's project ""Urban Environment & Climate Change in the Arctic: Datadriven Intelligence Approach to Multihazard Mitigation #climatechange #research
1/2
Joonas Virtasalo
@jvirtasa
 · 6h
GEOMEASURE consortium got funding from @SuomenAkatemia!
We develop new geotechnical survey tools for offshore construction and improve the understanding of 3D architecture and occurrence of sediment types in the Finnish sea areas.
Collab. Wojciech Sokołowski
@GTK_FI @AaltoENG twitter.com/SuomenAkatemia…
1
1
9",['#research'],1,1,9
Benjamin Jefferson,@TheAdrock13,2021-12-15T13:45:12.000Z,"Remember the ozone hole?
Acid rain? Global deforestation. Global cooling (this was the 70s version of global warming before they changed directions). Everything the enviro-Marxists have ever said has been wrong. 
#ClimateCrisis #climatechange #environmentaljustice","['#ClimateCrisis', '#environmentaljustice']",0,0,0
Pilar cano,@Pilarca44922953,2021-12-15T13:45:05.000Z,"Original Video: https://youtube.com/watch?v=Zk11vI-7czE… Michael Moore: https://youtube.com/channel/UCU_nlLzlVPFLJxB_iEwtwBw… Planet of the Humans Teaser : https://youtube.com/watch?v=4pXCftKF4uI… #பருவநிலை_மாற்றம் #climatechange -- இதையும் பெரும் வணிகமாக்கி ...
bing.com
Planet of the Humans Full Documentary|| Michael Moore
Original Video: https://www.youtube.com/watch?v=Zk11vI-7czE Michael Moore: https://www.youtube.com/channel/UCU_nlLzlVPFLJxB_iEwtwBw Planet of the Humans Teaser : https://www.youtube.com/watch?v=4pX...
1
1",['#பருவநிலை_மாற்றம்'],0,1,1
zxcxz,@Zxcxz_xyz,2021-12-15T13:41:38.000Z,"Ford Mustang Mach-E At GM Proving Grounds For Benchmarking https://ift.tt/3oVRuEQ #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy
insideevs.com
Ford Mustang Mach-E At GM Proving Grounds For Benchmarking
This comes as no surprise, but it's still interesting to see that GM chose the Ford electric crossover.","['#ElectricVehicles', '#Tesla', '#EV', '#Renewables', '#RenewableEnergy']",0,0,0
Andrei Covatariu,@AndreiCovatariu,2021-12-15T13:41:19.000Z,"My latest piece for the 
@MiddleEastInst
 focusing on the #climatechange status in #SouthCaucasus and #Georgia. Thank you for the opportunity of writing it, 
@IuliJo
 
Full article here: https://mei.edu/publications/climate-change-georgia…","['#SouthCaucasus', '#Georgia.']",0,0,0
Cristina Finch,@CristinaMFinch,2021-12-15T13:41:07.000Z,"Another amazing workshop discussing #ClimateChange & #Gender + #security.  So excited to be working with all these amazing women to bring their recommendations forward!  #SSR #SSG #Mali
DCAF Gender
@dcafgender
 · 6h
#HappeningNow  Advocacy workshop with women's org. in #Mali  aiming at putting the #gender #climate  #Security nexus on the agenda. #WomensRights #ClimateJustice","['#Gender', '#security.', '#SSR', '#SSG', '#Mali', '#HappeningNow', '#Mali', '#gender', '#climate', '#Security', '#WomensRights', '#ClimateJustice']",0,0,0
Faculty Opinions,@Facultyopinions,2021-12-15T13:40:03.000Z,"Are we seeing the whole picture with #climatechange? Reich et al. 
@UMNews
 in 
@NatureGeosci
 remind us that we need to be taking into account multiple global change drivers and their impact on each other, recommended by Carly Stevens #ecology
https://facultyopinions.com/prime/739132852?key=HEzPk78kl9nmBay…","['#climatechange?', '#ecology']",0,0,0
Cool Farm Alliance,@CoolFarmTool,2021-12-15T13:39:50.000Z,"This article by 
@Zurich
 emphasises why business leaders must treat #climatechange and biodiversity as twin challenges that are intricately linked. Read more: https://buff.ly/3IRMF7x
3",[],0,0,3
The STEM Hub,@STEMHUB_SE,2021-12-15T13:37:27.000Z,"Fantastic #family opportunity to learn about #space & #satellites with 
@SpacefundJo
. 

TONIGHT from 6-7pm on MS Teams Live. 

To join us please visit: …https://bit.ly/3s91IUG

#inspire #children #Planet #Rockets #climatechange #STEMed #Homelearninguk #Earth
1
1","['#family', '#space', '#satellites', '#inspire', '#children', '#Planet', '#Rockets', '#STEMed', '#Homelearninguk', '#Earth']",0,1,1
Matt Meckes,@mmeckes,2021-12-15T13:36:47.000Z,"I've just auto-donated 1p per 10ppm of atmospheric CO2 using 
@makeitdonate
 on 
@IFTTT
.

non-tweeting version
https://ift.tt/3BXqhFi

tweeting version
https://ift.tt/3EZ1QsN

#climatecrisis #climateemergency #climatechange

December 15, 2021 at 12:00PM
ifttt.com
Donate to Planet Earth based on today's CO2 level then Tweet about it
Donate 1p per 10ppm of CO2 in the atmosphere today (about 40p per day). Data source https://gml.noaa.gov/. Money goes to our Planet Earth Cause https://makeitdonate.com/planet-earth-cause","['#climatecrisis', '#climateemergency']",0,0,0
zxcxz,@Zxcxz_xyz,2021-12-15T13:36:27.000Z,"Watch Tesla On FSD Handle Notoriously Twisty Road Admirably https://ift.tt/326Qsx2 #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy
insideevs.com
Watch Tesla On FSD Handle Notoriously Twisty Road Admirably
Tail of the dragon, with its 318 bends in just 11 miles, is widely regarded as one of America’s twistiest and most challenging roads.","['#ElectricVehicles', '#Tesla', '#EV', '#Renewables', '#RenewableEnergy']",0,0,0
MARILYN URRUTIA-PEREIRA,@LYNURRUTIA,2021-12-15T13:36:26.000Z,"#climatechange #pollution 
@SBPediatria
3",['#pollution'],0,0,3
CGAT UPV,@CGAT_UPV,2021-12-15T13:36:14.000Z,"Technical training given by our colleagues Prof. Luis Ángel Ruiz and 
@Jua_carri
 at 
@MNUedu
 (Maldives ) about the use of #UAV for mapping areas in the framework of project #UN4DRR

#remotesensing
#climatechange","['#UAV', '#UN4DRR', '#remotesensing']",0,0,0
aragian,@aragian,2021-12-15T13:30:15.000Z,"Prima tutti a fare foto artistiche -che manco il tramonto di Capocaccia-  di Storni in cielo. 
Ora che ci scagazzano in testa, le auto, i marciapiede e presidiano i viali alberati cinguettando fino a notte, vorremmo cacciarli coi lanciafiamme. 
#climatechange, e ancora è niente","['#climatechange,']",0,0,0
